,Album,Song,Link,lyrics
32,Revival (2015),Me & The Rhythm,https://lyrics.az/selena-gomez/revival/me-the-rhythm.html,"Ooh, the rhythm takes you over
Takes you to a different place
A different space
Ooh, the smoke is getting closer
I can feel our young blood race
Through cityscapes
And everybody wants to be touched
Everybody wants to get some
But don't you play a song about love
When I move my body
I don't have to talk about none
Let the chemicals do it's stuff
'Til the energy is too much
Yeah all I need
Is the rhythm, me and the rhythm
Nothing between
Yeah the rhythm, me and the rhythm
And I know, I know, I know
I can't fight it
I won't, I won't, I won't
Deny it
Oh no, oh no, oh no
I'd be lying
If I said I didn't need
Yeah the rhythm, me and the rhythm
Ooh, I start to feel it now
Feeling like I'm truly free
I'm free in me
Ooh, the heat's a common ground
No matter what's your history
Be free with me
And everybody wants to be touched
Everybody wants to get some
But don't you play a song about love
When I move my body



I don't have to talk about none
Let the camera go do it's stuff
'Til the energy is too much
Yeah all I need
Is the rhythm, me and the rhythm
Nothing between
Yeah the rhythm, me and the rhythm
And I know, I know, I know
I can't fight it
I won't, I won't, I won't
Deny it
Oh no, oh no, oh no
I'd be lying
If I said I didn't need
Yeah the rhythm, me and the rhythm
If you feel like you're the spark
Then come out of the dark
If you feel like you're the spark
Then come out of the dark
If you feel like you're the spark
Then come out of the dark
If you feel like you're the spark
Then come out of the dark
Yeah all I need
Is the rhythm, me and the rhythm
Nothing between
Yeah the rhythm, me and the rhythm
And I know, I know, I know
I can't fight it
I won't, I won't, I won't
Deny it
Oh no, oh no, oh no
I'd be lying
If I said I didn't need
Yeah the rhythm, me and the rhythm..."
33,Revival (2015),Me And My Girls,https://lyrics.az/selena-gomez/revival/me-and-my-girls.html,"[Verse 1]
Drop down on a desert ride
Just outside the 95
Never felt more, more alive
I got my chicas by my side
[Pre-Chorus]
If we want it, we take it
If we need money, we make it
Nobody knows if we fake it
You like to watch while we shake it
I know we're making you thirsty
You want us all in the worst way
You don't understand
I don't need a man
[Chorus]
Me and my girls, me and my girls
Me and my, me and my, me and my, me and my girls
Me and my girls, me and my girls
No jodas, nosotras
Me and my girls
Me and my girls
[Verse 2]
The night is dark but the moon is bright
We're staring at this summer night
Tan skin looks damn good in white
Stripping down by the Hollywood sign
[Pre-Chorus]
If we want it, we take it
If we need money, we make it
Nobody knows if we fake it
You like to watch while we shake it



I know we're making you thirsty
You want us all in the worst way
You don't understand
I don't need a man
[Chorus]
Me and my girls, me and my girls
Me and my, me and my, me and my, me and my girls
Me and my girls, me and my girls
No jodas, nosotras
Me and my girls
Me and my girls
[Bridge]
I'm going home with who I came with
And who I came with's not you
I'm going home with who I came with
And who I came with's not you
I'm going home with who I came with
And who I came with's not you
I'm going home with who I came with
And who I came with's
Me and my girls, me and my girls
You can look, but don't touch
I'm not here to hook up
I'm just here to turn up
Tonight is just us
[Chorus / Outro]
Me and my girls
Me and my girls
Me and my girls
No jodas, nosotras
Me and my girls"
34,Revival (2015),Me And The Rhythm,https://lyrics.az/selena-gomez/revival/me-and-the-rhythm.html,"Oh, the rhythm takes you over
Takes you to a different place
A different space
Oh, the smoke is getting closer
I can feel our young blood race
Through cityscapes And everybody wants to be touched
Everybody wants to get some
But don't you play a song about love
When I move my body
I don't have to talk about none
Let the camera go do its stuff
Till the energy's too much Yeah all I need
Is the rhythm, me & the rhythm
Nothing between
Yeah the rhythm, me & the rhythm And I know, I know, I know
I can't fight it
I won't, I won't, I won't
Deny it
Oh no, oh no, oh no
I'd be lying
If I said I didn't need
Yeah the rhythm, me & the rhythm Oh, I start to feel it now
Feeling like I'm truly free
I'm free in me
Oh, the heat's a common ground
No matter what's your history
Be free with me And everybody wants to be touched
Everybody wants to get some
But don't you play a song about love
When I move my body



I don't have to talk about none
Let the camera go do its stuff
Till the energy's too much Yeah all I need
Is the rhythm, me & the rhythm
Nothing between
Yeah the rhythm, me & the rhythm And I know, I know, I know
I can't fight it
I won't, I won't, I won't
Deny it
Oh no, oh no, oh no
I'd be lying
If I said I didn't need
Yeah, the rhythm
Me & the rhythm If you feel like you're the spark
Then come out of the dark
If you feel like you're the spark
Then come out of the dark
If you feel like you're the spark
Then come out of the dark
If you feel like you're the spark
Then come out of the dark Yeah all I need
Is the rhythm, me & the rhythm
Nothing between
Yeah the rhythm, me & the rhythm
And I know, I know, I know
I can't fight it
I won't, I won't, I won't
Deny it
Oh no, oh no, oh no
I'd be lying
If I said I didn't need
Yeah, the rhythm
Me & the rhythm"
35,Revival (2015),Nobody,https://lyrics.az/selena-gomez/revival/nobody.html,"[Verse 1]
No heart, no hands, no skin, no touch
Can get me there, nowhere enough
To love me like you do, to love me like you do
No kiss, no lips, no feel, no rush
Can you keep me high, I swear no one
Can love me like you do, can love me like you do, no
[Chorus]
Nobody's gonna love me like you
Nobody, uh
Nobody, no uh
Nobody's gonna love me like you do
Like you, ooh
Nobody's gonna love me like you
Nobody, uh
Nobody, no uh
Nobody's ever loved me to the truth
Like you, ooh
Nobody's gonna love me like you
Nobody, nobody ooh
[Verse 2]
No oxygen, can barely breathe
My darkest sin, you've raised release
And it's all because of you, all because of you
I don't know what it is, but you've pulled me in
No one compares, could ever begin
To love me like you do
And I wouldn't want them to
Cause...



[Chorus]
Nobody's gonna love me like you
Nobody, uh
Nobody, no uh
Nobody's gonna love me like you do
Like you, ooh
Nobody's gonna love me like you
Nobody, uh
Nobody, no uh
Nobody's ever loved me to the truth
Like you, ooh
[Chorus]
Nobody's gonna love me like you
Nobody, uh
Nobody, no uh
Nobody's gonna love me like you do
Like you, ooh
Nobody's gonna love me like you
Nobody, uh
Nobody, no uh
Nobody's ever loved me to the truth
Like you, ooh
[Bridge]
I don't want nothing else
Not when I had the best
I don't want nothing else
Because you showed me the best
[Chorus]
Nobody's gonna love me like you
Nobody, uh
Nobody, no uh
Nobody's gonna love me like you do
Like you, ooh
Nobody's gonna love me like you
Nobody, uh
Nobody, no uh
Nobody's ever loved me to the truth
Like you, ooh"
36,Revival (2015),Outta My Hands,https://lyrics.az/selena-gomez/revival/outta-my-hands.html,"[Intro]
I know you're loco
But it feels too good, yeah
I know you're loco
[Verse 1]
They say you shouldn't sleep with
Someone crazier than you
Cr-Cr-Crazier than you
No one's crazier than you
But you're so irresistible
I had to break the rules
Your temper can be s**y
I love it when you hate me
[Chorus]
It's out of my hands
It's out of my hands
It's out of my hands
And into your arms again
Uh oh I know you're loco
Uh oh I know you're loco
Uh oh I know you're loco
But feels too good, yo
[Verse 2]
They say you shouldn't sleep with
Someone crazier than you
Cr-Cr-Crazier than you
No one's crazier than you
But you're so unforgettable
I had to break the rules
Your eyes are like a weapon
They'd k** me if I let 'em
[Chorus]
It's out of my hands
It's out of my hands
It's out of my hands



And into your arms again
Uh oh I know you're loco
Uh oh I know you're loco
Uh oh I know you're loco
But feels too good, yo
[Post-Chorus]
I know you're loco
But it feels too good, yo
Uh oh, I know you're...
Uh oh, I know you're loco
Uh oh, I know you're...
[Bridge]
I just can't get enough of you
I just can't get enough of you
I just can't get enough of you, ooh
I just can't get enough of you
I just can't get enough of you
I just can't get enough of you
[Chorus]
It's out of my hands
It's out of my hands
It's out of my hands
And into your arms again
Uh oh I know you're loco
Uh oh I know you're loco
Uh oh I know you're loco
But feels too good, yo
[Outro]
But it feels too good, yeah
Uh oh, I know you're loco
Uh oh, I know you're...
Uh oh, I know you're loco
But it feels too good, yeah"
37,Revival (2015),Outta My Hands (Loco),https://lyrics.az/selena-gomez/revival/outta-my-hands-loco.html,"[Intro]
I know you're loco
But it feels too good, yeah
I know you're loco
[Verse 1]
They say you shouldn’t sleep with
Someone crazier than you
Cr-Cr-Crazier than you
No one's crazier than you
But you're so irresistible
I had to break the rules
Your temper can be s**y
I love it when you hate me
[Chorus]
It’s out of my hands
It’s out of my hands
It’s out of my hands
And into your arms again
Uh oh I know you’re loco
Uh oh I know you’re loco
Uh oh I know you’re loco
But feels too good, yo
[Verse 2]
They say you shouldn’t sleep with
Someone crazier than you
Cr-Cr-Crazier than you
No one's crazier than you
But you’re so unforgettable
I had to break the rules
Your eyes are like a weapon
They’d k** me if I let â€˜em
[Chorus]
It’s out of my hands
It’s out of my hands
It’s out of my hands
And into your arms again



Uh oh I know you’re loco
Uh oh I know you’re loco
Uh oh I know you’re loco
But feels too good, yo
[Post-Chorus]
I know you're loco
But it feels too good, yo
Uh oh, I know you're...
Uh oh, I know you're loco
Uh oh, I know you're...
[Bridge]
I just can't get enough of you
I just can't get enough of you
I just can't get enough of you, ooh
I just can't get enough of you
I just can't get enough of you
I just can't get enough of you
[Chorus]
It’s out of my hands
It’s out of my hands
It’s out of my hands
And into your arms again
Uh oh I know you’re loco
Uh oh I know you’re loco
Uh oh I know you’re loco
But feels too good, yo
[Outro]
But it feels too good, yeah
Uh oh, I know you're loco
Uh oh, I know you're...
Uh oh, I know you're loco
But it feels too good, yeah"
38,Revival (2015),Revival,https://lyrics.az/selena-gomez/revival/revival.html,"[Intro]
I dive into the future
But I'm blinded by the sun
I'm reborn in every moment
So who knows what I'll become
[Verse 1]
I feel like I've awakened lately
The chains around me are finally breaking
I've been under self-restoration
I've become my own salvation
Showing up, no more hiding, hiding
The light inside me is bursting, shining
It's my, my, my time to bu*terfly
[Chorus]
What I've learned is so vital
More than just survival
This is my revival
This is a revival
Oh-oh-oh-oh
Oh-oh-oh
Oh-oh-oh-oh
Revival
Oh-oh-oh-oh
Oh-oh-oh
Oh-oh-oh-oh
Revival
[Verse 2]
I'll walk through the fire, I'll begin again
I'll burn through my skin
Cause I, cause I wanna feel it
Reaching for the truth, not afraid to lose
What shattered through me like a rifle was a revival



I admit, it's been painful, painful
But I'll be honest, I'm grateful, grateful
It's my, my, my time to realize
[Chorus]
What I've learned is so vital
More than just survival
This is my revival
This is a revival
Oh-oh-oh-oh
Oh-oh-oh
Oh-oh-oh-oh
Revival
Oh-oh-oh-oh
Oh-oh-oh
Oh-oh-oh-oh
Revival
[Bridge]
This won't take too long, you'll see
I'm just tryna get to me, ooh
What shattered through me like a rifle was a revival
[Chorus]
What I've learned is so vital
More than just survival
This is my revival
This is a revival
Oh-oh-oh-oh
Oh-oh-oh
Oh-oh-oh-oh
Revival
Oh-oh-oh-oh
Oh-oh-oh
Oh-oh-oh-oh
Revival
[Outro]
What I've learned is so vital
More than just survival
This is my revival, this is my revival
This is a revival"
39,Revival (2015),Rise,https://lyrics.az/selena-gomez/revival/rise.html,"[Verse 1]
You can stand beside the madness like a falling tear
You can hold onto the sadness like a souvenir
Or you can close your eyes and see your life
Like the air
You can tap into the strength you never knew you had
You can breathe into your faith no matter where you're at
Just close your eyes and change your life
Like the air
[Chorus]
Like the air you can
Rise from the rubble with your mind, you can hover
You can rise like the tide, like the heat it in the summer
Yes, I know there are those who will wanna bring you down
But you can rise with your mind and make your higher power proud
Like the air you can rise
Rise
[Verse 2]
The earth can pull you down with all its gravity
And the measure of your worth is sometimes hard to see
So just hold on, when the night is done
Like the sun
[Chorus]
Like the air you can
Rise from the rubble with your mind, you can hover



You can rise like the tide, like the heat it in the summer
Yes, I know there are those who will wanna bring you down
But you can rise with your mind and make your higher power proud
Like the air you can rise
Rise
[Bridge]
So even when your bones feel like weights
And it's hard to lift the smile on your perfect face
You can still find a peaceful place
Close your eyes until you're floating up in outer space
It'll be alright, they're just jealous of your highs
So they can knock you down, but
[Chorus]
Like the air you can
Rise from the rubble with your mind, you can hover
You can rise like the tide, like the heat it in the summer
Yes, I know there are those who will wanna bring you down
But you can rise with your mind and make your higher power proud
Like the air you can rise
Rise"
40,Revival (2015),Same Old Love,https://lyrics.az/selena-gomez/revival/same-old-love.html,"[Selena Gomez]
Take away your things and go
You can't take back what you said, I know
I've heard it all before, at least a million times
I'm not one to forget, you know
I don't believe, I don't believe it
You left in peace, left me in pieces
Too hard to breathe, I'm on my knees
Right now, 'ow
[Charli XCX & Selena Gomez]
I'm so sick of that same old love, that sh**, it tears me up
I'm so sick of that same old love, my body's had enough
Oh, that same old love
Oh, that same old love
I'm so sick of that same old love, feels like I've blown apart
I'm so sick of that same old love, the kind that breaks your heart
Oh, that same old love
Oh, that same old love
[Selena Gomez]
I'm not spending any time, wasting tonight on you
I know, I've heard it all
So don't you try and change your mind
Cause I won't be changing too, you know
You can't believe, still can't believe it
You left in peace, left me in pieces



Too hard to breathe, I'm on my knees
Right now, 'ow
[Charli XCX & Selena Gomez]
I'm so sick of that same old love, that sh**, it tears me up
I'm so sick of that same old love, my body's had enough
Oh, that same old love
Oh, that same old love
I'm so sick of that same old love, feels like I've blown apart
I'm so sick of that same old love, the kind that breaks your heart
Oh, that same old love
Oh, that same old love
[Charli XCX]
I'm so sick of that, so sick of that love (x4)
[Charli XCX & Selena Gomez]
I'm so sick of that same old love, that sh**, it tears me up
I'm so sick of that same old love, my body's had enough
Oh, that same old love
Oh, that same old love
I'm so sick of that same old love, feels like I've blown apart
I'm so sick of that same old love, the kind that breaks your heart
Oh, that same old love
Oh, that same old love"
41,Revival (2015),Sober,https://lyrics.az/selena-gomez/revival/sober.html,"[Verse 1]
We fall for each other at the wrong time
Only for a moment, but I don't mind
Guess I don't know where to draw the line, the line, the line
And we'll play the same game every night
[Pre-Chorus]
Up in the clouds
Yeah, you know how to make me want you
When we come down
Oh I know, yeah I know, it's over
[Chorus]
You don't know how to love me when you're sober
When the bottle's done you pull me closer
And you're saying all the things that you're supposed to
But you don't know how to love me when you're sober
[Verse 2]
Why is it so different when we wake up?
Same lips, same kiss, but not the same touch
Don't you know that you do it just enough, but not enough
But I know what's next, and I want so much
[Pre-Chorus]
Up in the clouds
Yeah, you know how to make me want you
When we come down
Oh I know, yeah I know, it's over



[Chorus]
You don't know how to love me when you're sober
When the bottle's done you pull me closer
And you're saying all the things that you're supposed to
But you don't know how to love me when you're sober
[Bridge]
I know I should leave, I know I should, should, should
But your love's too good, your love's too good, good, good
I know I should leave, I know I should, should, should
But your love's too good, your love's too good, good, good
Yeah!
[Chorus]
You don't know how to love me when you're sober
When the bottle's done you pull me closer
And you're saying all the things that you're supposed to
But you don't know how to love me when you're sober
[Outro]
You've got a hold on me
You're like a wasted dream
I gave you everything
But you don't know how to love me when you're sober"
42,Revival (2015),Survivor,https://lyrics.az/selena-gomez/revival/survivor.html,"You built me from a broken heart
With bricks you made from broken parts
You've fixed the paint, so we could start
So now what's mine is ours
I still have proof in form of scars
The first time always falls so far
Those healing wounds heal twice as hard
But now what's mine is ours
But now what's mine is ours We are survivors
We are survivors of the wild
We are survivors
We are survivors of the wild My sweet devoted counterpart
We kept each other's shooting stars
However close, however far
Whatever's mine is ours
Whatever's mine is ours We are survivors



We are survivors of the wild
We are survivors
We are survivors of the wild
We are survivors
We are survivors of the wild
We are survivors (we are survivors)
We are survivors of the wild Woaho (we are, we are)
Woaho (we are, we are)
Woaho (we are, we are)
We are survivors of the wild
Woaho (we are, we are)
Woaho (we are, we are)
Woaho (we are, we are)
We are survivors of the wild We are survivors of the wild
We are survivors (woah)
We are survivors of the wild
We are survivors (we are survivors)
We are survivors of the wild"
43,Revival (2015),Survivors,https://lyrics.az/selena-gomez/revival/survivors.html,"[Intro]
Wild, wild, wild, wild, wild
Wild, wild, wild, wild, wild
Mmm
[Verse 1]
You built me from a broken heart
With bricks you made from broken parts
You've fixed the paint, so we could start
So now what's mine is ours
I still have proof in form of scars
The first time always falls so far
Those healing wounds heal twice as hard
But now what's mine is ours
But now what's mine is ours
[Chorus]
We are survivors
We are survivors of the wild
We are survivors
We are survivors of the wild
[Verse 2]
My sweet devoted counterpart
We catch each other's shooting stars
However close, however far
Whatever's mine is ours



Whatever's mine is ours
[Chorus]
We are survivors
We are survivors of the wild
We are survivors
We are survivors of the wild
We are survivors
We are survivors of the wild
We are survivors (we are survivors)
We are survivors of the wild
[Bridge]
Woahoooo (we are, we are)
Woahoooo (we are, we are)
Woahoooo(we are, we are)
We are survivors of the wild
Woahoooo (we are, we are)
Woahoooo (we are, we are)
Woahoooo(we are, we are)
We are survivors of the wild
[Outro]
We are survivors of the wild
We are survivors (woah)
We are survivors of the wild
We are survivors (we are survivors)
We are survivors of the wild"
44,For You (2014),Bidi Bidi Bom Bom,https://lyrics.az/selena-gomez/for-you/bidi-bidi-bom-bom.html,"Bidi bidi bom bom
Bidi bidi bom bom
Cada vez, cada vez que lo veo pasar
Mi corazo se enloquece
Y me empieza a palpitar
Bidi bidi bom bom
Y se emociona, ya no razona
No lo puedo controlar
Bidi bidi bom bom
Y se emociona, ya no razona
Y me empieza a cantar
Me canta asi
Bidi bidi bom bom
Bidi bidi bom bom
Bidi bidi bidi bidi bidi bom bom
Bidi bidi bidi bidi bidi bom bom
Cada vez, cada vez que lo oigo hablar
Me tiemblan hasta las piernas
Y el corazon igual



Bidi bidi bom bom
Y se emociona, ya no razona
No lo puedo controlar
Bidi bidi bom bom
Y se emociona, ya no razona
Y me empieza a cantar
Me canta asi
Bidi bidi bom bom
Bidi bidi bom bom
Bidi bidi bidi bidi bidi bom bom
Bidi bidi bidi bidi bidi bom bom
Cuando escucho esta canciÃ³n
Mi corazon quiere cantar asÃ­
Me canta asÃ­, me canta a ti
Cada vez que lo veo pasar
Mi corazon se enloquece
Cada vez que lo veo pasar
Y me empieza a palpitar
AsÃ­, asÃ­"
45,For You (2014),Come & Get It,https://lyrics.az/selena-gomez/for-you/come-get-it.html,"[Chorus]
When you're ready come and get it
Na na na na, na na na na, na na na na
When you're ready come and get it
Na na na na, na na na na, na na na na
When you're ready, when you're ready
When you're ready come and get it
Na na na na, na na na na, na na na na
[Verse 1]
You ain't gotta worry, it's an open invitation
I'll be sitting right here real patient
All day, all night, I'll be waiting standby
Can't stop, because I love it
Hate the way I love you
All day, all night
Maybe I'm addicted for life, no lie
[Pre-Chorus 1]
I'm not too shy to show I love you
I got no regrets
I love you much too much to hide you
This love ain't finished yet
This love ain't finished yet
So baby, whenever you're ready
[Chorus]
When you're ready come and get it
Na na na na, na na na na, na na na na
When you're ready come and get it
Na na na na, na na na na, na na na na
When you're ready, when you're ready
When you're ready come and get it
Na na na na, na na na na, na na na na
[Verse 2]
You got the kind of love that I want, let me get that
(Let me get that, yeah)



And baby, once I get it, I'm yours no take-backs
Gon' love you for life, I ain't leaving your side
Even if you knock it, ain't no way to stop it
Forever, you're mine
Baby, I'm addicted, no lie, no lie
[Pre-Chorus 2]
I'm not too shy to show I love you
I got no regrets
So baby, whenever you're ready...
[Chorus]
When you're ready come and get it
Na na na na, na na na na, na na na na
When you're ready come and get it
Na na na na, na na na na, na na na na
When you're ready, when you're ready
When you're ready come and get it
Na na na na, na na na na, na na na na
[Bridge]
This love will be the d**h of me
But I know I'll die happily
I'll know, I'll know, I'll know
Because you love me so
Yeah
[Chorus]
When you're ready come and get it
Na na na na, na na na na, na na na na
When you're ready come and get it
Na na na na, na na na na, na na na na
(I'm gonna get it)
When you're ready, when you're ready
When you're ready come and get it
(When you're ready come and get it, get it)
Na na na na, na na na na, na na na na"
46,For You (2014),Do It,https://lyrics.az/selena-gomez/for-you/do-it.html,"[Verse 1]
Sittin' on my bed with just your T-shirt on
Turning up the volume to my favorite song
Boy I can't lie, what we did last night
You know it's constantly replaying staying on my mind
[Pre-Chorus]
I'll show you what I like boy-boy-boy
If you show me what you like boy-boy-boy
I'll show you what I like, show you what I like like
If you show me what you like boy
[Chorus]
If I had a choice, if I had my way
Boy you know we'd do it every single day
If I had a wish and if I had my way
Boy you know we'd do it every single day
Every single single day
[Verse 2]
Damn I wish I didn't feel so hypnotised
When I look at you baby it's justified
So I take what I want, and give what I got
To hell with all the rules they keep us civilized
[Pre-Chorus]
I'll show you what I like boy-boy-boy
If you show me what you like boy-boy-boy
I'll show you what I like, show you what I like like



If you show me what you like boy
[Chorus]
If I had a choice, if I had my way
Boy you know we'd do it every single day
If I had a wish and if I had my way
Boy you know we'd do it every single day
Every single single day
[Bridge]
Nowhere I'd rather be
Than anywhere alone just you and me
I'll be your Tonto, you'll be my Clyde
We'll be together, forever we'll ride
I want you more and more
You're hotter today than the day before
No lie no lie, no lie no lie
[Chorus]
If I had a choice, if I had my way
Boy you know we'd do it every single day
If I had a wish and if I had my way
Boy you know we'd do it every single day
Every single single day
[Pre-Chorus]
I'll show you what I like boy-boy-boy
If you show me what you like boy-boy-boy
I'll show you what I like, show you what I like like
If you show me what you like boy"
47,For You (2014),Falling Down,https://lyrics.az/selena-gomez/for-you/falling-down.html,"[Verse 1]
You walk and talk like you're some new sensation
You move in circles, you don't need an invitation
You spend your money, you can't get no satisfaction
You play it right so you can get the right reaction
[Pre-Chorus]
It won't be long, my darling
Pick up the phone, nobody's on it
Where are your friends now, baby?
All of the ones supposed to be there for
[Chorus]
(You) When you're falling down, the world starts spinning out
(You) When you're falling down, now it's not all about
(You) When you're falling down, you know I'll be around
When you're falling down, falling down
[Interlude]
Falling down, you're falling down, falling down
[Verse 2]
What's outta place when you look into the mirror?
The truth is blurry, but the lies are getting clearer
You're eyes are fixed, your smile is so elastic
You give me roses, but they're all just made of plastic
[Pre-Chorus]
It won't be long, my darling



Pick up the phone, nobody's on it
Where are your friends now, baby?
All of the ones supposed to be there for
[Chorus]
(You) When you're falling down, the world starts spinning out
(You) When you're falling down, now it's not all about
(You) When you're falling down, you know I'll be around
When you're falling down, falling down
[Bridge]
Smile for the camera, everybody's looking at ya
Smile for the camera, cause they're all about to trash ya
Smile for the camera (camera, camera)
Smile for the camera, who's gonna catch ya?
[Intertude 2]
(You...)
[Chorus]
(You) When you're falling down, the world starts spinning out
(You) When you're falling down, now it's not all about
(You) When you're falling down, you know I'll be around
When you're falling down, falling down
[Outro]
Smile for the camera, everybody's looking at ya
Smile for the camera, cause they're all about to trash ya"
48,For You (2014),MÃ¡s,https://lyrics.az/selena-gomez/for-you/ma-s.html,"Quiero mÃ¡s.
Quiero mÃ¡s.
Quiero mÃ¡s.
Quiero mÃ¡s.
Cae la noche, yo a tu lado,
viendo estrellas que al brillar,
nos invitan a soÃ±ar.
No tengamos tanto miedo,
que al mostrar nuestro querer,
nada nos podrÃ¡ vencer.
Tu y yo seremos la pareja ideal
y juntos volaremos hasta el mas allÃ¡.
Tu y yo libres como el viento,
tu y yo hasta el firmamento,
alÃ©jate y veras,
que pronto pedirÃ¡s,
mÃ¡s mÃ¡s mÃ¡s (Quiero mÃ¡s).
Tu y yo dos sobrevivientes,
tu y yo siempre diferentes,
no importa el que dirÃ¡n,
contigo quiero estar mÃ¡s mÃ¡s mÃ¡s.
Quiero mas (MÃ¡s).
Quiero mas (MÃ¡s).
Ven y dime, al oÃ­do,
que no puedes ya vivir, sin estar cerca de mi,
siente como, mis latidos,
son mas fuerte cada vez,
que me nace de mi ser.
Tu y yo seremos la pareja ideal
y juntos volaremos hasta el mas allÃ¡.



Tu y yo libres como el viento,
tu y yo hasta el firmamento,
alÃ©jate y veras,
que pronto pedirÃ¡s,
mÃ¡s mÃ¡s mÃ¡s (Quiero mÃ¡s)
Tu y yo, dos sobrevivientes,
tu y yo siempre diferentes,
no importa el que dirÃ¡n,
contigo quiero estar mÃ¡s mÃ¡s mÃ¡s (Quiero mas).
VÃ¡monos de fiesta y bebamos hasta que amanezca (Quiero mÃ¡s).
Si la noche es corta no me importa pienso en disfrutarla (Quiero mÃ¡s, mÃ¡s y mÃ¡s, mÃ¡s, mÃ¡s).
Quiero mÃ¡s.
Tu y yo libres como el viento,
tu y yo hasta el firmamento,
alÃ©jate y veras,
que pronto pedirÃ¡s,
mas mas mas (Quiero mÃ¡s).
Tu y yo dos sobrevivientes,
tu y yo siempre diferentes,
no importa el que duran,
contigo quiero estar mÃ¡s mÃ¡s mÃ¡s.
Quiero mÃ¡s (MÃ¡s).
Quiero mÃ¡s (MÃ¡s)."
49,For You (2014),Más,https://lyrics.az/selena-gomez/for-you/mas.html,"Quiero más.
Quiero más.
Quiero más.
Quiero más.
Cae la noche, yo a tu lado,
viendo estrellas que al brillar,
nos invitan a soñar.
No tengamos tanto miedo,
que al mostrar nuestro querer,
nada nos podrá vencer.
Tu y yo seremos la pareja ideal
y juntos volaremos hasta el mas allá.
Tu y yo libres como el viento,
tu y yo hasta el firmamento,
aléjate y veras,
que pronto pedirás,
más más más (Quiero más).
Tu y yo dos sobrevivientes,
tu y yo siempre diferentes,
no importa el que dirán,
contigo quiero estar más más más.
Quiero mas (Más).
Quiero mas (Más).
Ven y dime, al oído,
que no puedes ya vivir, sin estar cerca de mi,
siente como, mis latidos,
son mas fuerte cada vez,
que me nace de mi ser.
Tu y yo seremos la pareja ideal



y juntos volaremos hasta el mas allá.
Tu y yo libres como el viento,
tu y yo hasta el firmamento,
aléjate y veras,
que pronto pedirás,
más más más (Quiero más)
Tu y yo, dos sobrevivientes,
tu y yo siempre diferentes,
no importa el que dirán,
contigo quiero estar más más más (Quiero mas).
Vámonos de fiesta y bebamos hasta que amanezca (Quiero más).
Si la noche es corta no me importa pienso en disfrutarla (Quiero más, más y más, más, más).
Quiero más.
Tu y yo libres como el viento,
tu y yo hasta el firmamento,
aléjate y veras,
que pronto pedirás,
mas mas mas (Quiero más).
Tu y yo dos sobrevivientes,
tu y yo siempre diferentes,
no importa el que duran,
contigo quiero estar más más más.
Quiero más (Más).
Quiero más (Más)."
50,For You (2014),Más (More - Spanish Version),https://lyrics.az/selena-gomez/for-you/mas-more-spanish-version.html,"[Intro]
(Quiero más)
(Quiero más)
(Quiero más)
[Verso 1]
Cae la noche yo a tu lado
Viendo estrellas que al brillar
Nos invitan a soñar
No tengamos tanto miedo
Que al mostrar nuestro querer
Nada nos podrá vencer
[Pre-Coro]
Tú y yo seremos la pareja ideal
Y juntos volaremos hasta el más aya
[Coro]
Tu y yo libres como el viento
Tu y yo hasta el firmamento
Arriésgate y veras que pronto pedirás
Más más más
Tu y yo dos sobrevivientes
Tu y yo siempre indiferentes
Que importa el que dirán
Contigo quiero estar
Más más más
[Verso 2]
Ven y dime al oído
Que no puedes ya vivir
Sin estar cerca de mi
Siente todos mis latidos
Son más fuertes cada vez
Te adueñaste de mi ser
[Pre-Coro]
Tú y yo seremos la pareja ideal



Y juntos volaremos hasta el más aya
[Coro]
Tu y yo libres como el viento
Tu y yo hasta el firmamento
Arriésgate y veras que pronto pedirás
Más más más
Tu y yo dos sobrevivientes
Tu y yo siempre indiferentes
Que importa el que dirán
Contigo quiero estar
Más más más
[Puente]
Vámonos de fiesta y bailemos hasta que amanezca
Si la noche es corta no me importa pienso disfrutarla
Quiero más más y más
[Coro]
Tu y yo libres como el viento
Tu y yo hasta el firmamento
Arriésgate y veras que pronto pedirás
Más más más
Tu y yo dos sobrevivientes
Tu y yo siempre indiferentes
Que importa el que dirán
Contigo quiero estar
Más más más
[Outro]
Quiero más
Quiero más"
